Split,OptimizationTime,TrainingTime,InferenceTime,Accuracy,Specificity,Precision,Recall,F1Score,ROC_AUC,AUC_PR
1,204.99961948394775,7.009036064147949,0.34561824798583984,0.8257142857142857,0.8686868686868687,0.44285714285714284,0.5849056603773585,0.5040650406504066,0.7557969633441332,0.44866475710669484
2,214.67599320411682,7.057837724685669,0.27399516105651855,0.7571428571428571,0.7643097643097643,0.35185185185185186,0.7169811320754716,0.47204968944099374,0.804078521059653,0.5392294346382422
3,202.2221601009369,7.133887052536011,0.28660130500793457,0.8628571428571429,0.9158249158249159,0.5454545454545454,0.5660377358490566,0.5555555555555556,0.7884505431675244,0.49112692344118447
