Split,OptimizationTime,TrainingTime,InferenceTime,Accuracy,Specificity,Precision,Recall,F1Score,ROC_AUC,AUC_PR
1,49.917885303497314,6.975448369979858,0.2294001579284668,0.7857142857142857,0.8114478114478114,0.37777777777777777,0.6415094339622641,0.4755244755244756,0.7563051902674545,0.4095199909375416
2,55.04335308074951,5.511139631271362,0.18706178665161133,0.8085714285714286,0.8282828282828283,0.42045454545454547,0.6981132075471698,0.524822695035461,0.790356394129979,0.5130729041405688
3,45.6637065410614,5.106975555419922,0.18335771560668945,0.8028571428571428,0.8282828282828283,0.4069767441860465,0.660377358490566,0.5035971223021584,0.7793659869131567,0.4925707398188346
