Split,OptimizationTime,TrainingTime,InferenceTime,Accuracy,Specificity,Precision,Recall,F1Score,ROC_AUC,AUC_PR
1,100.28542590141296,12.600876092910767,0.18213248252868652,0.7628571428571429,0.7744107744107744,0.3557692307692308,0.6981132075471698,0.4713375796178344,0.744044215742329,0.425828687753295
2,105.94877743721008,10.514833927154541,0.20627069473266602,0.8,0.8282828282828283,0.4,0.6415094339622641,0.4927536231884058,0.7528111301696206,0.464288491008913
3,100.73636484146118,12.173584938049316,0.1957864761352539,0.7914285714285715,0.8080808080808081,0.39361702127659576,0.6981132075471698,0.5034013605442177,0.7734578489295469,0.5047032338361498
